fecha,indicativo,p_max,n_cub,hr,n_gra,n_fog,inso,q_max,nw_55,q_mar,q_med,tm_min,ta_max,ts_min,nt_30,nv_0050,n_des,w_racha,np_100,n_nub,p_sol,nw_91,np_001,ta_min,e,np_300,nv_1000,evap,p_mes,n_llu,n_tor,w_med,nt_00,ti_max,n_nie,tm_mes,tm_max,nv_0100,q_min,np_010,glo,ts_20,w_rec,ts_10,ts_50,Year,Month,Day
2013-08-01,1473A,9.6(01),,61.0,,,,,3.0,,,14.6,35.1(20),17.8,7.0,,,09/16.9(24),0.0,,,0.0,4.0,10.7(04),153.0,0.0,,,18.2,,,14.0,0.0,21.3,,21.0,27.3,,,4.0,,,317.0,,,2013,8,1
2013-09-01,1473A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,9,1
2013-10-01,1473A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,10,1
2013-11-01,1473A,41.3(01),,71.0,,,,,11.0,,,8.0,18.8(13),15.5,0.0,,,10/17.5(16),4.0,,,0.0,13.0,-0.8(29),104.0,1.0,,,135.5,,,13.0,1.0,11.4,,11.7,15.4,,,10.0,,,306.0,,,2013,11,1
2013-12-01,1473A,,,,,,,,,,,,,,,,,26/29.2(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12,1
2013-01-01,1428,86.2(18),19.0,,0.0,10.0,,,5.0,,,,,,,0.0,4.0,01/24.2(19),11.0,8.0,,0.0,25.0,,,2.0,2.0,,330.9,24.0,1.0,12.0,,,1.0,,,0.0,,21.0,14306.0,,274.0,,,2013,1,1
2013-02-01,1428,27.9(01),10.0,81.0,0.0,14.0,3.0,989.1(03),3.0,1020.0,975.8,3.6,18.4(15),8.4,0.0,0.0,0.0,25/20.6(10),5.0,18.0,28.0,0.0,20.0,-1.8(25),84.0,0.0,2.0,,129.9,19.0,0.0,11.0,3.0,8.0,1.0,7.6,11.6,0.0,955.8(22),13.0,21012.0,,227.0,,,2013,2,1
2013-03-01,1428,29.3(09),16.0,80.0,0.0,8.0,,978.8(14),9.0,1004.5,961.2,5.5,18.5(03),10.3,0.0,1.0,1.0,19/21.7(21),12.0,14.0,,0.0,27.0,-1.8(15),92.0,0.0,3.0,,322.8,26.0,1.0,15.0,5.0,7.5,2.0,9.3,13.0,0.0,944.3(07),27.0,29518.0,,329.0,,,2013,3,1
2013-04-01,1428,72.0(10),12.0,71.0,0.0,5.0,,986.1(19),5.0,1016.4,972.9,5.9,25.4(24),10.0,0.0,0.0,3.0,22/21.1(10),5.0,15.0,,0.0,16.0,0.4(06),95.0,2.0,1.0,,197.7,17.0,1.0,15.0,0.0,9.4,0.0,10.9,15.8,0.0,955.4(01),11.0,50883.0,,323.0,,,2013,4,1
2013-05-01,1428,23.9(06),12.0,72.0,0.0,7.0,,984.8(31),2.0,1018.8,975.5,5.9,23.7(04),11.7,0.0,0.0,7.0,19/16.1(07),3.0,12.0,,0.0,11.0,1.3(20),103.0,0.0,1.0,,76.7,12.0,0.0,14.0,0.0,12.4,0.0,11.7,17.5,0.0,955.6(17),8.0,64266.0,,288.0,,,2013,5,1
2013-06-01,1428,33.5(07),12.0,70.0,0.0,8.0,,985.4(23),0.0,1019.9,977.2,9.9,33.4(30),13.5,2.0,0.0,8.0,20/13.3(17),3.0,10.0,,0.0,12.0,7.5(14),132.0,1.0,2.0,,80.9,14.0,0.0,13.0,0.0,14.6,0.0,16.1,22.1,0.0,966.3(17),9.0,64132.0,,266.0,,,2013,6,1
2013-07-01,1428,32.5(28),7.0,62.0,0.0,8.0,9.2,983.5(29),0.0,1016.7,975.1,15.0,38.5(06),18.7,13.0,0.0,13.0,21/14.4(27),2.0,11.0,62.0,0.0,8.0,11.2(23),177.0,1.0,4.0,,50.2,7.0,0.0,9.0,0.0,19.9,0.0,22.4,29.7,0.0,966.8(27),3.0,75622.0,,183.0,,,2013,7,1
2013-08-01,1428,7.3(07),1.0,68.0,0.0,9.0,9.5,983.8(09),0.0,1018.6,976.6,13.7,34.3(20),16.6,5.0,0.0,13.0,99/14.4(02),0.0,17.0,69.0,0.0,4.0,10.4(04),168.0,0.0,0.0,,17.3,4.0,0.0,12.0,0.0,22.2,0.0,20.4,27.0,0.0,969.2(01),3.0,70913.0,,247.0,,,2013,8,1
2013-09-01,1428,48.5(27),12.0,69.0,0.0,3.0,6.3,984.0(09),0.0,1017.0,974.9,13.3,34.9(03),16.9,8.0,0.0,6.0,13/15.0(27),3.0,12.0,50.0,0.0,12.0,6.9(09),152.0,1.0,0.0,,99.6,14.0,1.0,10.0,0.0,17.6,0.0,19.5,25.8,0.0,957.2(28),7.0,45984.0,,236.0,,,2013,9,1
2013-10-01,1428,74.5(21),13.0,84.0,0.0,10.0,3.8,984.0(05),7.0,1016.1,973.3,11.2,26.0(07),15.8,0.0,0.0,5.0,20/20.0(03),10.0,13.0,34.0,0.0,19.0,2.4(30),147.0,5.0,3.0,,379.4,20.0,1.0,12.0,0.0,16.0,0.0,15.6,20.0,0.0,956.7(22),17.0,28844.0,,283.0,,,2013,10,1
2013-11-01,1428,53.6(01),12.0,83.0,0.0,5.0,3.7,991.0(14),3.0,1024.0,980.0,6.7,17.3(10),14.1,0.0,0.0,5.0,04/16.1(15),5.0,13.0,38.0,0.0,15.0,-0.2(20),107.0,2.0,2.0,,164.0,17.0,0.0,11.0,1.0,10.8,0.0,10.5,14.2,0.0,969.5(04),10.0,18059.0,,249.0,,,2013,11,1
2013-12-01,1428,82.9(23),13.0,80.0,0.0,7.0,3.9,990.7(14),7.0,1022.9,978.7,3.9,16.6(14),10.5,0.0,0.0,10.0,22/27.8(24),7.0,8.0,43.0,2.0,17.0,-3.1(08),89.0,2.0,0.0,,254.3,17.0,0.0,13.0,4.0,7.9,0.0,8.6,13.2,0.0,951.1(25),15.0,15630.0,,297.0,,,2013,12,1
2013-01-01,1475X,,,82.0,,,,,1.0,,,5.6,18.6(03),12.3,0.0,,,04/15.3(19),,,,0.0,,0.6(07),97.0,,,,,,,2.0,0.0,7.1,,9.1,12.4,,,,,,46.0,,,2013,1,1
2013-02-01,1475X,26.6(01),,73.0,,,,,0.0,,,5.1,18.7(15),9.0,0.0,,,25/13.6(01),5.0,,,0.0,20.0,0.4(25),84.0,0.0,,,105.4,,,2.0,0.0,7.4,,8.4,11.7,,,12.0,,,43.0,,,2013,2,1
2013-03-01,1475X,32.1(29),,75.0,,,,,1.0,,,6.9,18.5(03),11.1,0.0,,,24/16.9(09),13.0,,,0.0,27.0,0.3(15),94.0,1.0,,,335.3,,,4.0,0.0,9.1,,10.1,13.2,,,24.0,,,81.0,,,2013,3,1
2013-04-01,1475X,59.4(10),,66.0,,,,,1.0,,,7.6,25.8(25),11.7,0.0,,,24/15.3(10),5.0,,,0.0,16.0,2.6(06),91.0,1.0,,,170.9,,,5.0,0.0,9.9,,11.8,15.9,,,11.0,,,100.0,,,2013,4,1
2013-05-01,1475X,23.4(06),,67.0,,,,,0.0,,,7.5,23.6(04),12.7,0.0,,,25/12.2(07),3.0,,,0.0,13.0,3.6(20),95.0,0.0,,,88.1,,,4.0,0.0,11.0,,12.2,16.8,,,9.0,,,72.0,,,2013,5,1
2013-06-01,1475X,15.5(16),,66.0,,,,,0.0,,,11.5,32.7(30),14.5,1.0,,,04/11.4(28),1.0,,,0.0,13.0,8.9(14),121.0,0.0,,,44.2,,,4.0,0.0,13.4,,16.1,20.7,,,9.0,,,90.0,,,2013,6,1
2013-07-01,1475X,22.0(27),,61.0,,,,,0.0,,,16.4,37.5(06),19.7,13.0,,,25/12.8(27),1.0,,,0.0,8.0,12.3(23),163.0,0.0,,,35.8,,,4.0,0.0,19.6,,22.1,27.7,,,3.0,,,75.0,,,2013,7,1
2013-08-01,1475X,5.9(07),,63.0,,,,,0.0,,,15.1,30.9(11),17.6,2.0,,,04/11.9(12),0.0,,,0.0,4.0,11.3(04),152.0,0.0,,,13.1,,,4.0,0.0,21.2,,20.4,25.7,,,4.0,,,92.0,,,2013,8,1
2013-09-01,1475X,41.1(27),,66.0,,,,,0.0,,,14.3,33.4(22),17.0,6.0,,,04/10.8(11),3.0,,,0.0,8.0,9.3(09),146.0,1.0,,,86.7,,,4.0,0.0,18.4,,19.4,24.4,,,7.0,,,87.0,,,2013,9,1
2013-10-01,1475X,123.2(21),,76.0,,,,,2.0,,,12.7,25.3(07),17.1,0.0,,,25/17.2(22),11.0,,,0.0,21.0,3.4(30),140.0,6.0,,,526.3,,,4.0,0.0,15.5,,16.2,19.6,,,19.0,,,91.0,,,2013,10,1
2013-11-01,1475X,57.6(01),,73.0,,,,,0.0,,,8.0,17.3(02),14.8,0.0,,,25/13.6(01),5.0,,,0.0,15.0,1.9(29),101.0,2.0,,,160.9,,,3.0,0.0,10.1,,11.2,14.3,,,10.0,,,61.0,,,2013,11,1
2013-12-01,1475X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12,1
2013-01-01,1505,68.1(18),,88.0,0.0,5.0,1.7,986.2(04),0.0,1021.4,967.8,3.3,14.6(31),11.3,0.0,,,19/14.2(29),8.0,,18.0,0.0,23.0,-2.8(07),89.0,1.0,,378.0,223.8,21.0,0.0,7.0,8.0,4.1,2.0,7.0,10.6,,926.7(19),20.0,,,173.0,,,2013,1,1
2013-02-01,1505,28.2(10),,83.0,3.0,3.0,2.9,980.6(03),2.0,1021.3,967.7,2.5,16.8(16),7.5,0.0,,,24/17.5(10),4.0,,28.0,0.0,21.0,-2.1(28),83.0,0.0,,308.0,124.9,18.0,2.0,5.0,7.0,4.6,1.0,6.6,10.6,,948.9(22),15.0,,,125.0,,,2013,2,1
2013-03-01,1505,32.5(11),,77.0,0.0,2.0,3.9,970.1(14),1.0,1005.9,953.5,4.8,19.2(31),10.5,0.0,,,21/15.6(22),10.0,,33.0,0.0,26.0,-3.5(02),89.0,1.0,,776.0,242.1,24.0,3.0,8.0,7.0,6.2,2.0,8.9,12.9,,936.0(07),21.0,,,206.0,,,2013,3,1
2013-04-01,1505,32.8(10),,73.0,3.0,1.0,6.1,977.2(19),1.0,1017.2,964.5,4.8,26.3(25),9.7,0.0,,,24/16.1(10),4.0,,45.0,0.0,17.0,-1.2(06),93.0,1.0,,719.0,129.6,14.0,2.0,9.0,2.0,8.2,0.0,10.2,15.7,,946.7(01),16.0,,,179.0,,,2013,4,1
2013-05-01,1505,21.2(17),,74.0,2.0,2.0,6.1,975.7(31),0.0,1018.9,966.3,4.7,24.9(05),12.8,0.0,,,25/14.2(07),2.0,,42.0,0.0,14.0,-0.1(11),99.0,0.0,,505.0,59.9,14.0,1.0,7.0,1.0,10.1,0.0,10.6,16.5,,946.3(17),12.0,,,137.0,,,2013,5,1
2013-06-01,1505,14.4(16),,73.0,0.0,2.0,8.0,976.6(23),0.0,1020.3,968.4,9.4,27.8(05),13.6,0.0,,,03/11.4(27),2.0,,52.0,0.0,11.0,5.2(03),133.0,0.0,,651.0,46.8,12.0,0.0,7.0,0.0,14.1,0.0,15.3,21.2,,958.3(16),7.0,,,152.0,,,2013,6,1
2013-07-01,1505,10.9(28),,71.0,0.0,6.0,9.4,974.4(29),0.0,1017.4,966.7,14.0,34.4(31),18.3,9.0,,,25/10.8(27),1.0,,63.0,0.0,3.0,9.4(30),179.0,0.0,,850.0,11.8,5.0,2.0,6.0,0.0,17.6,0.0,20.9,27.8,,958.4(27),1.0,,,122.0,,,2013,7,1
2013-08-01,1505,2.4(07),,70.0,0.0,3.0,,975.4(09),,1019.2,968.1,11.9,36.0(21),17.3,4.0,,,,0.0,,,,8.0,6.9(04),158.0,0.0,,807.0,5.9,8.0,0.0,6.0,0.0,21.3,0.0,19.2,26.4,,959.0(01),2.0,,,,,,2013,8,1
2013-09-01,1505,30.3(27),,70.0,0.0,3.0,6.8,975.0(09),0.0,1017.6,966.4,11.0,34.3(03),16.1,5.0,,,26/10.6(25),1.0,,54.0,0.0,9.0,3.7(08),146.0,1.0,,837.0,45.4,13.0,0.0,5.0,0.0,16.6,0.0,18.2,25.4,,950.2(28),5.0,,,113.0,,,2013,9,1
2013-10-01,1505,36.3(21),,79.0,0.0,5.0,4.9,975.3(30),1.0,1016.5,964.6,10.1,24.2(01),16.0,0.0,,,24/17.5(28),5.0,,45.0,0.0,19.0,0.8(30),134.0,1.0,,562.0,175.3,19.0,3.0,8.0,0.0,14.5,0.0,14.8,19.6,,948.9(22),18.0,,,169.0,,,2013,10,1
2013-11-01,1505,27.8(01),,83.0,0.0,1.0,2.4,981.6(14),0.0,1024.2,970.9,5.5,18.4(06),14.0,0.0,,,04/13.1(15),5.0,,25.0,0.0,19.0,-2.9(29),101.0,0.0,,334.0,115.2,20.0,0.0,6.0,5.0,9.6,0.0,9.2,12.8,,959.5(04),13.0,,,143.0,,,2013,11,1
2013-12-01,1505,27.3(24),,80.0,4.0,7.0,3.2,980.8(14),3.0,1023.6,969.8,1.0,17.2(12),7.6,0.0,,,25/19.7(24),6.0,,35.0,0.0,15.0,-7.9(09),77.0,0.0,,718.0,139.5,11.0,0.0,8.0,13.0,3.1,0.0,6.2,11.2,,942.3(25),13.0,,,183.0,,,2013,12,1
2013-01-01,1631E,55.2(18),,85.0,,,2.5,940.2(04),8.0,1021.5,922.8,2.3,13.3(04),9.2,0.0,,,23/19.2(16),7.0,,27.0,0.0,21.0,-0.9(22),79.0,1.0,,,229.2,,,10.0,4.0,3.1,,5.7,9.2,,881.8(19),19.0,,,234.0,,,2013,1,1
2013-02-01,1631E,20.2(10),,81.0,,,3.1,935.1(04),5.0,1020.9,921.8,0.7,13.4(15),5.2,0.0,,,27/24.7(10),4.0,,30.0,0.0,16.0,-4.9(26),69.0,0.0,,,97.2,,,10.0,10.0,2.5,,4.3,7.8,,903.7(22),12.0,,,232.0,,,2013,2,1
2013-03-01,1631E,32.6(25),,76.0,,,3.7,924.1(14),9.0,1006.0,909.3,3.0,15.7(28),8.2,0.0,,,24/23.9(07),10.0,,31.0,0.0,24.0,-3.8(01),77.0,1.0,,,220.8,,,12.0,8.0,3.8,,7.1,11.1,,894.5(07),19.0,,,267.0,,,2013,3,1
2013-04-01,1631E,18.2(11),,67.0,,,6.3,929.5(19),5.0,1015.7,919.0,3.4,23.6(25),9.4,0.0,,,27/16.9(01),1.0,,47.0,0.0,12.0,-1.6(28),80.0,0.0,,,54.4,,,11.0,5.0,5.5,,9.0,14.5,,903.1(01),11.0,,,255.0,,,2013,4,1
2013-05-01,1631E,11.2(17),,69.0,,,7.1,928.9(31),1.0,1017.0,920.6,3.9,22.8(05),9.7,0.0,,,26/19.4(29),3.0,,49.0,0.0,12.0,0.8(11),88.0,0.0,,,69.6,,,10.0,0.0,8.1,,9.8,15.7,,901.7(17),11.0,,,244.0,,,2013,5,1
2013-06-01,1631E,12.0(16),,61.0,,,8.4,930.7(29),1.0,1017.9,923.3,8.4,30.2(29),12.3,1.0,,,23/15.8(23),1.0,,55.0,0.0,11.0,4.0(18),113.0,0.0,,,25.4,,,9.0,0.0,12.1,,15.3,22.2,,913.3(17),5.0,,,201.0,,,2013,6,1
2013-07-01,1631E,19.4(28),,54.0,,,9.9,930.1(29),1.0,1015.5,922.9,13.1,34.8(06),16.6,11.0,,,08/15.3(13),1.0,,66.0,0.0,6.0,9.3(30),138.0,0.0,,,34.4,,,7.0,0.0,17.9,,20.7,28.4,,914.2(27),5.0,,,183.0,,,2013,7,1
2013-08-01,1631E,1.8(07),,55.0,,,10.5,930.3(09),0.0,1016.5,923.3,11.2,35.0(21),15.8,4.0,,,24/12.8(01),0.0,,76.0,0.0,1.0,7.0(25),128.0,0.0,,,1.8,,,8.0,0.0,18.9,,19.1,27.1,,916.8(01),1.0,,,200.0,,,2013,8,1
2013-09-01,1631E,19.2(30),,61.0,,,7.8,929.9(08),1.0,1016.8,922.7,10.6,31.3(03),14.3,5.0,,,28/16.4(05),2.0,,62.0,0.0,5.0,6.6(12),120.0,0.0,,,39.0,,,8.0,0.0,15.7,,17.6,24.5,,907.2(28),5.0,,,185.0,,,2013,9,1
2013-10-01,1631E,38.2(21),,77.0,,,5.0,929.7(05),5.0,1017.0,921.3,8.5,22.3(01),13.1,0.0,,,20/18.1(21),4.0,,45.0,0.0,17.0,-0.6(30),117.0,1.0,,,109.8,,,7.0,1.0,10.5,,13.3,18.0,,906.7(22),13.0,,,171.0,,,2013,10,1
2013-11-01,1631E,,,80.0,,,4.2,935.1(14),1.0,1023.7,925.1,2.2,16.8(06),11.8,0.0,,,28/18.3(04),,,43.0,0.0,,-4.3(29),81.0,,,,,,,8.0,11.0,5.5,,6.3,10.5,,914.8(21),,,,190.0,,,2013,11,1
2013-12-01,1631E,62.2(24),,73.0,,,4.1,935.1(14),8.0,1024.4,925.1,0.3,12.5(27),5.3,0.0,,,22/28.6(24),4.0,,44.0,1.0,14.0,-4.9(02),64.0,1.0,,,151.2,,,9.0,15.0,4.1,,4.9,9.5,,898.6(24),10.0,,,218.0,,,2013,12,1
2013-01-01,1700X,57.0(18),,80.0,,,,,,,,3.6,17.7(03),10.9,0.0,,,,7.0,,,,22.0,-1.3(06),85.0,1.0,,,209.1,,,2.0,3.0,5.5,,7.7,11.8,,,20.0,,,,,,2013,1,1
2013-02-01,1700X,20.5(21),,71.0,,,,,,,,2.8,19.2(15),7.5,0.0,,,,5.0,,,,15.0,-2.8(26),74.0,0.0,,,97.6,,,4.0,5.0,6.2,,7.4,12.0,,,12.0,,,,,,2013,2,1
2013-03-01,1700X,33.0(26),,72.0,,,,,0.0,,,5.3,18.5(31),10.9,0.0,,,25/13.9(07),12.0,,,0.0,25.0,-1.9(14),85.0,3.0,,,278.5,,,4.0,7.0,8.4,,9.5,13.6,,,21.0,,,78.0,,,2013,3,1
2013-04-01,1700X,,,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,5.0,,,,,,,,,,,,,,2013,4,1
2013-05-01,1700X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,5,1
2013-06-01,1700X,11.6(16),,67.0,,,,,,,,8.5,36.0(30),12.4,6.0,,,,1.0,,,,7.0,4.8(24),132.0,0.0,,,23.5,,,4.0,0.0,14.2,,16.6,24.7,,,5.0,,,,,,2013,6,1
2013-07-01,1700X,5.0(27),,64.0,,,,,,,,13.7,41.0(06),16.7,21.0,,,,0.0,,,,6.0,9.2(30),189.0,0.0,,,8.8,,,3.0,0.0,19.4,,23.2,32.6,,,3.0,,,44.0,,,2013,7,1
2013-08-01,1700X,0.2(01),,63.0,,,,,,,,11.9,40.0(11),15.6,23.0,,,,0.0,,,,3.0,8.4(09),167.0,0.0,,,0.5,,,4.0,0.0,23.5,,22.0,32.2,,,0.0,,,,,,2013,8,1
2013-09-01,1700X,83.5(27),,68.0,,,,,,,,11.3,37.0(02),15.6,13.0,,,,3.0,,,,9.0,5.1(08),154.0,1.0,,,152.5,,,3.0,0.0,17.6,,19.9,28.5,,,8.0,,,,,,2013,9,1
2013-10-01,1700X,76.5(21),,80.0,,,,,,,,10.1,28.1(08),16.3,0.0,,,,7.0,,,,20.0,1.3(30),139.0,2.0,,,274.2,,,2.0,0.0,14.7,,15.3,20.4,,,16.0,,,,,,2013,10,1
2013-11-01,1700X,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,,,,,3.0,,,,,,,,,,,,,,2013,11,1
2013-12-01,1700X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12,1
2013-01-01,1690A,46.1(18),,87.0,1.0,11.0,1.4,1021.8(04),0.0,1020.8,1002.9,5.1,18.1(29),12.9,0.0,0.0,,21/11.9(18),5.0,,15.0,0.0,20.0,-0.1(07),100.0,1.0,8.0,230.0,151.3,22.0,1.0,4.0,1.0,4.3,0.0,8.8,12.5,0.0,957.3(19),18.0,,9.7,98.0,8.5,,2013,1,1
2013-02-01,1690A,15.0(01),,74.0,0.0,4.0,3.6,1016.1(03),1.0,1020.0,1002.1,3.6,19.3(15),9.2,0.0,0.0,,29/15.8(10),2.0,,34.0,0.0,15.0,-2.9(26),87.0,0.0,0.0,366.0,54.5,18.0,0.0,5.0,5.0,9.4,0.0,8.8,13.9,0.0,982.7(22),8.0,,9.8,100.0,8.6,,2013,2,1
2013-03-01,1690A,28.9(11),,72.0,0.0,0.0,3.6,1005.6(14),0.0,1005.3,987.8,6.3,21.6(21),11.9,0.0,0.0,,18/15.0(07),6.0,,30.0,0.0,23.0,-2.0(02),99.0,0.0,0.0,640.0,198.2,27.0,1.0,7.0,4.0,10.8,0.0,11.4,16.4,0.0,971.4(07),19.0,,11.0,148.0,10.1,,2013,3,1
2013-04-01,1690A,23.5(10),,64.0,2.0,0.0,6.9,1009.2(19),1.0,1015.5,998.0,7.1,30.1(25),13.5,1.0,0.0,,25/16.1(10),2.0,,51.0,0.0,11.0,-0.1(06),99.0,0.0,0.0,891.0,57.6,12.0,0.0,7.0,1.0,12.1,0.0,13.5,19.8,0.0,981.3(03),10.0,,14.1,136.0,12.9,,2013,4,1
2013-05-01,1690A,8.8(08),,64.0,0.0,0.0,8.3,1008.1(31),0.0,1016.8,999.4,7.3,27.7(05),13.7,0.0,0.0,,32/12.2(18),0.0,,57.0,0.0,14.0,3.3(03),107.0,0.0,0.0,974.0,41.1,15.0,0.0,6.0,0.0,12.6,0.0,14.3,21.3,0.0,981.3(17),9.0,,17.2,118.0,16.4,,2013,5,1
2013-06-01,1690A,6.1(16),,59.0,0.0,0.0,9.6,1008.5(23),0.0,1018.0,1000.8,10.9,36.4(30),15.3,9.0,0.0,,30/9.7(06),0.0,,63.0,0.0,8.0,6.8(24),133.0,0.0,0.0,1246.0,12.5,9.0,1.0,6.0,0.0,17.7,0.0,18.9,26.8,0.0,991.9(17),4.0,,20.8,123.0,20.5,,2013,6,1
2013-07-01,1690A,16.0(13),,55.0,0.0,0.0,10.6,1007.3(30),0.0,1015.1,998.3,16.4,40.9(06),19.6,24.0,0.0,,04/14.2(13),1.0,,71.0,0.0,4.0,11.5(30),171.0,0.0,0.0,1707.0,21.9,6.0,2.0,6.0,0.0,21.9,0.0,25.0,33.6,0.0,990.7(11),2.0,,27.5,122.0,27.0,,2013,7,1
2013-08-01,1690A,0.3(07),,54.0,0.0,0.0,10.9,1007.7(09),0.0,1016.4,999.5,14.8,40.2(11),20.2,25.0,0.0,,26/11.1(02),0.0,,79.0,0.0,1.0,10.7(25),154.0,0.0,0.0,1711.0,0.3,2.0,0.0,6.0,0.0,25.9,0.0,23.8,32.7,0.0,992.4(01),0.0,,27.3,123.0,26.8,,2013,8,1
2013-09-01,1690A,41.0(27),,60.0,0.0,0.0,7.5,1008.3(09),0.0,1015.4,998.4,13.4,36.8(02),17.1,15.0,0.0,,28/10.0(27),3.0,,60.0,0.0,9.0,6.7(08),148.0,1.0,0.0,1204.0,92.3,11.0,1.0,5.0,0.0,20.2,0.0,21.5,29.5,0.0,983.2(28),7.0,,24.2,101.0,23.0,,2013,9,1
2013-10-01,1690A,56.9(18),,77.0,0.0,2.0,4.5,1009.9(30),0.0,1015.5,998.2,11.5,27.5(08),17.0,0.0,0.0,,18/12.5(22),5.0,,41.0,0.0,19.0,3.3(31),149.0,2.0,0.0,539.0,175.3,20.0,1.0,4.0,0.0,16.7,0.0,17.0,22.4,0.0,983.4(22),15.0,,18.5,97.0,17.2,,2013,10,1
2013-11-01,1690A,12.3(02),,79.0,0.0,3.0,4.1,1014.8(14),0.0,1022.6,1004.7,4.8,21.5(06),15.5,0.0,0.0,,30/10.0(15),1.0,,42.0,0.0,11.0,-3.5(29),106.0,0.0,1.0,347.0,39.1,14.0,0.0,4.0,9.0,9.0,0.0,10.4,16.0,0.0,995.2(08),6.0,,13.2,80.0,11.4,,2013,11,1
2013-12-01,1690A,37.3(24),,80.0,0.0,15.0,2.7,1016.8(20),1.0,1023.2,1005.2,2.3,17.1(15),13.1,0.0,0.0,,24/15.3(24),5.0,,29.0,0.0,14.0,-2.9(02),85.0,1.0,7.0,405.0,133.2,15.0,1.0,5.0,10.0,7.2,0.0,7.8,13.2,0.0,977.3(24),11.0,,,115.0,,,2013,12,1
2013-01-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,1,1
2013-02-01,1735X,9.8(10),,81.0,,,,,1.0,,,2.8,16.5(16),8.1,0.0,,,26/15.3(10),0.0,,,0.0,14.0,-3.6(26),82.0,0.0,,,34.8,,,10.0,5.0,5.6,,6.8,10.7,,,7.0,,,215.0,,,2013,2,1
2013-03-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,1
2013-04-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,4,1
2013-05-01,1735X,11.9(16),,71.0,,,,,0.0,,,6.0,24.2(05),12.2,0.0,,,34/15.0(29),1.0,,,0.0,14.0,2.6(03),106.0,0.0,,,36.2,,,8.0,0.0,11.2,,12.2,18.2,,,10.0,,,172.0,,,2013,5,1
2013-06-01,1735X,5.2(16),,65.0,,,,,0.0,,,9.3,33.0(30),12.9,3.0,,,27/12.5(16),0.0,,,0.0,9.0,5.4(24),135.0,0.0,,,11.6,,,8.0,0.0,14.6,,16.8,24.2,,,3.0,,,148.0,,,2013,6,1
2013-07-01,1735X,9.4(13),,59.0,,,,,0.0,,,13.2,38.7(07),16.9,21.0,,,16/12.5(13),0.0,,,0.0,7.0,8.1(30),167.0,0.0,,,18.4,,,6.0,0.0,20.7,,22.3,31.4,,,3.0,,,111.0,,,2013,7,1
2013-08-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,8,1
2013-09-01,1735X,55.0(27),,64.0,,,,,0.0,,,11.2,34.5(03),15.9,8.0,,,31/13.3(18),2.0,,,0.0,8.0,6.0(16),139.0,1.0,,,103.9,,,8.0,0.0,18.2,,19.0,26.7,,,6.0,,,171.0,,,2013,9,1
2013-10-01,1735X,45.8(21),,78.0,,,,,0.0,,,9.2,24.4(08),14.7,0.0,,,12/13.6(24),5.0,,,0.0,16.0,-0.8(30),128.0,1.0,,,129.6,,,8.0,2.0,12.4,,14.2,19.2,,,12.0,,,171.0,,,2013,10,1
2013-11-01,1735X,21.1(02),,82.0,,,,,0.0,,,2.0,16.8(06),13.2,0.0,,,01/14.2(19),1.0,,,0.0,11.0,-6.1(27),91.0,0.0,,,37.0,,,7.0,12.0,7.6,,7.2,12.3,,,6.0,,,153.0,,,2013,11,1
2013-12-01,1735X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,12,1
2013-01-01,1484C,59.6(17),17.0,90.0,2.0,4.0,2.5,1024.0(04),,1020.7,1007.6,7.0,15.4(03),12.7,0.0,0.0,3.0,,12.0,11.0,27.0,,24.0,2.1(23),108.0,2.0,2.0,194.0,299.0,22.0,1.0,6.0,0.0,8.7,0.0,9.9,12.8,0.0,960.0(19),22.0,,,,,,2013,1,1
2013-02-01,1484C,23.3(22),10.0,82.0,1.0,2.0,3.8,1020.5(03),1.0,1020.5,1007.4,5.5,16.6(15),9.7,0.0,0.0,1.0,28/15.3(10),5.0,17.0,36.0,0.0,15.0,0.4(24),94.0,0.0,1.0,325.0,110.6,16.0,0.0,7.0,0.0,8.2,0.0,9.0,12.4,0.0,986.9(22),10.0,,,149.0,,,2013,2,1
